sampleid	purity	PC	PoP	Euploidy	pl.tumor	pl.overall	%amp	%del	%del.loh	%cn.loh
TCGA.OR.A5JS.01A	0.92	0.407	0.131	2	1.83	1.84	0.0714	0.336	0.0502	0
TCGA.OR.A5JT.01A	0.9	0.673	0.692	2	1.28	1.35	0.00319	0.67	0.466	0
TCGA.OR.A5JU.01A	0.12	0.457	0.809	2	1.98	2	0.196	0.262	0.26	0.0388
TCGA.OR.A5JV.01A	0.47	0.466	0.716	2	2.59	2.28	0.413	0.0523	0	0.00163
TCGA.OR.A5JW.01A	0.84	0.68	0.252	2	1.53	1.61	0.0933	0.587	0.171	0
TCGA.OR.A5JX.01A	0.93	0.407	0.224	2	1.77	1.79	0.0593	0.348	0.0897	0
TCGA.OR.A5JY.01A	0.91	0.587	0.15	4	4.27	4.25	0.311	0.276	0	0
TCGA.OR.A5JZ.01A	0.85	0.994	0.233	2	2.15	2.13	0.207	0.787	0	0.06
TCGA.OR.A5K0.01A	0.96	0.191	0	2	1.98	1.98	0.0872	0.104	0	0
TCGA.OR.A5K1.01A	0.84	0.788	0.656	2	1.23	1.35	0.05	0.738	0.517	0
TCGA.OR.A5K2.01A	0.89	0.415	0.433	6	5.59	5.64	0.0401	0.375	0	0
TCGA.OR.A5K3.01A	0.81	0.998	0.246	2	2.34	2.28	0.265	0.733	0	0.0297
TCGA.OR.A5K4.01A	0.91	0.707	0.503	2	1.25	1.32	0	0.707	0.355	0
TCGA.OR.A5K5.01A	0.93	0.512	0.129	4	3.79	3.8	0.165	0.346	0	0.00389
TCGA.OR.A5K6.01A	0.93	0.226	0.136	2	1.89	1.9	0.0691	0.157	0.0307	0
TCGA.OR.A5K8.01A	0.86	0.732	0.297	2	1.47	1.55	0.111	0.62	0.217	0
TCGA.OR.A5K9.01A	0.92	0.501	0.587	6	5.38	5.43	0.0685	0.432	0	0
TCGA.OR.A5KB.01A	0.74	0.631	0.331	4	3.7	3.78	0.198	0.433	0	0
TCGA.OR.A5KO.01A	0.91	0.98	0.678	2	2.5	2.45	0.462	0.519	0	0.309
TCGA.OR.A5KP.01A	0.79	0.624	0.426	4	3.36	3.49	0.0398	0.584	0	0
TCGA.OR.A5KQ.01A	0.79	0.274	0	2	1.99	1.99	0.101	0.173	0	0
TCGA.OR.A5KS.01A	0.89	0.621	0.364	2	1.49	1.55	0.0364	0.585	0.226	0
TCGA.OR.A5KT.01A	0.6	0.599	0.0156	2	2	2	0.3	0.3	0.00187	0
TCGA.OR.A5KU.01A	0.89	0.805	0.417	4	2.96	3.07	0.145	0.66	0	0
TCGA.OR.A5KV.01A	0.89	0.364	0.0426	2	1.99	1.99	0.134	0.231	0	0.0155
TCGA.OR.A5KW.01A	0.9	0.995	0.694	2	2.31	2.28	0.385	0.61	0	0.378
TCGA.OR.A5KX.01A	0.99	0.657	0.186	4	4.23	4.23	0.386	0.272	0	0.00394
TCGA.OR.A5KY.01A	0.85	0.721	0.114	2	1.49	1.57	0.00473	0.716	0.082	0
TCGA.OR.A5KZ.01A	0.9	0.887	0.311	2	2.34	2.31	0.569	0.317	0	0.264
TCGA.OR.A5L1.01A	0.87	0.603	0.163	2	1.47	1.54	0.0034	0.599	0.0985	0
TCGA.OR.A5L2.01A	0.51	0.389	0.193	2	2.13	2.07	0.232	0.157	0	0.0331
TCGA.OR.A5L3.01A	0.84	0.482	0.0263	2	1.95	1.96	0.226	0.255	0.0127	0
TCGA.OR.A5L4.01A	0.86	0.721	0.512	2	1.32	1.42	0.0523	0.669	0.369	0
TCGA.OR.A5L5.01A	0.65	0.804	0.0281	2	1.17	1.46	0.0169	0.787	0.0226	0
TCGA.OR.A5L8.01A	0.92	0.635	0.231	2	1.54	1.58	0.0438	0.591	0.146	0
TCGA.OR.A5L9.01A	0.8	0.808	0.359	2	1.19	1.35	0.0231	0.785	0.29	0
TCGA.OR.A5LA.01A	0.6	0.834	0.52	2	2.82	2.49	0.763	0.0706	0	0.148
TCGA.OR.A5LB.01A	0.96	0.617	0.548	2	1.41	1.44	0.0221	0.595	0.338	0
TCGA.OR.A5LC.01A	0.95	0.362	0.3	2	1.81	1.82	0.109	0.253	0.109	0
TCGA.OR.A5LD.01A	0.91	0.298	0.194	4	3.92	3.93	0.125	0.173	0	0
TCGA.OR.A5LE.01A	0.9	0.246	0.101	2	1.99	1.99	0.116	0.13	0.0186	0
TCGA.OR.A5LF.01A	0.81	0.707	0.228	2	1.32	1.45	0.0355	0.672	0.161	0
TCGA.OR.A5LG.01A	0.87	0.516	0.18	2	1.79	1.82	0.188	0.329	0.0843	0
TCGA.OR.A5LI.01A	0.98	0.587	0.0842	4	3.61	3.62	0.0988	0.488	0	0.00988
TCGA.OR.A5LJ.01A	0.88	0.713	0.467	2	1.37	1.45	0.0743	0.639	0.333	0
TCGA.OR.A5LK.01A	0.58	0.968	0.0906	2	2.85	2.49	0.587	0.381	0	0.0133
TCGA.OR.A5LL.01A	0.9	0.303	0.168	2	1.95	1.96	0.0949	0.208	0.0393	0
TCGA.OR.A5LM.01A	0.91	0.675	0.196	2	1.77	1.79	0.16	0.515	0.0755	0.00154
TCGA.OR.A5LN.01A	0.84	0.463	0.0931	2	1.74	1.78	0.0957	0.367	0.0431	0
TCGA.OR.A5LP.01A	0.72	0.832	0.206	2	1.17	1.41	0.0339	0.798	0.171	0
TCGA.OR.A5LR.01A	0.89	0.775	0.663	2	1.22	1.3	0	0.775	0.514	0
TCGA.OR.A5LS.01A	0.86	0.712	0.352	2	1.52	1.59	0.175	0.537	0.226	0
TCGA.OR.A5LT.01A	0.95	0.664	0.524	2	1.62	1.64	0.116	0.548	0.341	0
TCGA.OU.A5PI.01A	0.91	0.584	0.405	4	3.03	3.12	0.0592	0.525	0	0
TCGA.P6.A5OG.01A	0.19	0.354	0.357	2	2.04	2.01	0.13	0.224	0.0609	0.0224
TCGA.P6.A5OH.01A	0.74	0.27	0.2	4	3.76	3.83	0.0396	0.23	0	0
TCGA.PA.A5YG.01A	0.68	0.842	0.139	2	1.21	1.46	0.0642	0.778	0.0991	0.0183
TCGA.PK.A5H9.01A	0.86	0.374	0.0187	2	1.98	1.98	0.122	0.252	0	0.00699
TCGA.PK.A5HA.01A	0.84	0.527	0.177	2	1.69	1.74	0.112	0.415	0.0931	0
TCGA.PK.A5HB.01A	0.85	0.559	0.238	2	1.63	1.69	0.129	0.429	0.133	0
TCGA.PK.A5HC.01A	0.63	0.614	0.0443	2	1.8	1.88	0.166	0.448	0.0016	0.0128
